INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2016-02-01T07:00:00-00:00,2016-02-01T08:00:00-00:00,1,2016-01-31,24,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3471.91,DAM,2
2016-02-01T06:00:00-00:00,2016-02-01T07:00:00-00:00,1,2016-01-31,23,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4944.11,DAM,3
2016-02-01T05:00:00-00:00,2016-02-01T06:00:00-00:00,1,2016-01-31,22,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5188.03,DAM,3
2016-02-01T03:00:00-00:00,2016-02-01T04:00:00-00:00,1,2016-01-31,20,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5605.74,DAM,3
2016-02-01T00:00:00-00:00,2016-02-01T01:00:00-00:00,1,2016-01-31,17,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5494.2,DAM,3
2016-02-01T07:00:00-00:00,2016-02-01T08:00:00-00:00,1,2016-01-31,24,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4816.19,DAM,3
2016-02-01T04:00:00-00:00,2016-02-01T05:00:00-00:00,1,2016-01-31,21,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5447.06,DAM,3
2016-02-01T02:00:00-00:00,2016-02-01T03:00:00-00:00,1,2016-01-31,19,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5683.68,DAM,3
2016-02-01T01:00:00-00:00,2016-02-01T02:00:00-00:00,1,2016-01-31,18,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5705.72,DAM,3
2016-02-01T02:00:00-00:00,2016-02-01T03:00:00-00:00,1,2016-01-31,19,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2808.28,DAM,4
2016-02-01T05:00:00-00:00,2016-02-01T06:00:00-00:00,1,2016-01-31,22,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2561.47,DAM,4
2016-02-01T01:00:00-00:00,2016-02-01T02:00:00-00:00,1,2016-01-31,18,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2756.87,DAM,4
2016-02-01T07:00:00-00:00,2016-02-01T08:00:00-00:00,1,2016-01-31,24,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2236.72,DAM,4
2016-02-01T06:00:00-00:00,2016-02-01T07:00:00-00:00,1,2016-01-31,23,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2378.29,DAM,4
2016-02-01T03:00:00-00:00,2016-02-01T04:00:00-00:00,1,2016-01-31,20,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2794.59,DAM,4
2016-02-01T04:00:00-00:00,2016-02-01T05:00:00-00:00,1,2016-01-31,21,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2713.08,DAM,4
2016-02-01T00:00:00-00:00,2016-02-01T01:00:00-00:00,1,2016-01-31,17,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2562.88,DAM,4
2016-02-01T01:00:00-00:00,2016-02-01T02:00:00-00:00,1,2016-01-31,18,0,DAM,PGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.1,12095.95,DAM,5
2016-02-01T07:00:00-00:00,2016-02-01T08:00:00-00:00,1,2016-01-31,24,0,DAM,PGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.1,10045.27,DAM,5
2016-02-01T00:00:00-00:00,2016-02-01T01:00:00-00:00,1,2016-01-31,17,0,DAM,PGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.1,11065.28,DAM,5
2016-02-01T06:00:00-00:00,2016-02-01T07:00:00-00:00,1,2016-01-31,23,0,DAM,PGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.1,10753.16,DAM,5
2016-02-01T02:00:00-00:00,2016-02-01T03:00:00-00:00,1,2016-01-31,19,0,DAM,PGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.1,12847.26,DAM,5
2016-02-01T04:00:00-00:00,2016-02-01T05:00:00-00:00,1,2016-01-31,21,0,DAM,PGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.1,12435.07,DAM,5
2016-02-01T03:00:00-00:00,2016-02-01T04:00:00-00:00,1,2016-01-31,20,0,DAM,PGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.1,12834.69,DAM,5
2016-02-01T05:00:00-00:00,2016-02-01T06:00:00-00:00,1,2016-01-31,22,0,DAM,PGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.1,11690.27,DAM,5
2016-02-01T00:00:00-00:00,2016-02-01T01:00:00-00:00,1,2016-01-31,17,0,DAM,SCE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.2,9730,DAM,6
2016-02-01T02:00:00-00:00,2016-02-01T03:00:00-00:00,1,2016-01-31,19,0,DAM,SCE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.2,11869,DAM,6
2016-02-01T07:00:00-00:00,2016-02-01T08:00:00-00:00,1,2016-01-31,24,0,DAM,SCE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.2,9625,DAM,6
2016-02-01T04:00:00-00:00,2016-02-01T05:00:00-00:00,1,2016-01-31,21,0,DAM,SCE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.2,11598,DAM,6
2016-02-01T01:00:00-00:00,2016-02-01T02:00:00-00:00,1,2016-01-31,18,0,DAM,SCE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.2,11115,DAM,6
2016-02-01T03:00:00-00:00,2016-02-01T04:00:00-00:00,1,2016-01-31,20,0,DAM,SCE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.2,11788,DAM,6
2016-02-01T05:00:00-00:00,2016-02-01T06:00:00-00:00,1,2016-01-31,22,0,DAM,SCE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.2,11075,DAM,6
2016-02-01T06:00:00-00:00,2016-02-01T07:00:00-00:00,1,2016-01-31,23,0,DAM,SCE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.2,10355,DAM,6
2016-02-01T06:00:00-00:00,2016-02-01T07:00:00-00:00,1,2016-01-31,23,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2162.28,DAM,7
2016-02-01T02:00:00-00:00,2016-02-01T03:00:00-00:00,1,2016-01-31,19,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2685.7,DAM,7
2016-02-01T03:00:00-00:00,2016-02-01T04:00:00-00:00,1,2016-01-31,20,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2660.17,DAM,7
2016-02-01T07:00:00-00:00,2016-02-01T08:00:00-00:00,1,2016-01-31,24,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,1969.67,DAM,7
2016-02-01T05:00:00-00:00,2016-02-01T06:00:00-00:00,1,2016-01-31,22,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2377.42,DAM,7
2016-02-01T04:00:00-00:00,2016-02-01T05:00:00-00:00,1,2016-01-31,21,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2546.36,DAM,7
2016-02-01T00:00:00-00:00,2016-02-01T01:00:00-00:00,1,2016-01-31,17,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2266.42,DAM,7
2016-02-01T01:00:00-00:00,2016-02-01T02:00:00-00:00,1,2016-01-31,18,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2544.07,DAM,7
2016-02-01T03:00:00-00:00,2016-02-01T04:00:00-00:00,1,2016-01-31,20,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,70.83,DAM,8
2016-02-01T07:00:00-00:00,2016-02-01T08:00:00-00:00,1,2016-01-31,24,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,58.63,DAM,8
2016-02-01T01:00:00-00:00,2016-02-01T02:00:00-00:00,1,2016-01-31,18,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,74.37,DAM,8
2016-02-01T02:00:00-00:00,2016-02-01T03:00:00-00:00,1,2016-01-31,19,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,73.89,DAM,8
2016-02-01T05:00:00-00:00,2016-02-01T06:00:00-00:00,1,2016-01-31,22,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,64.63,DAM,8
2016-02-01T00:00:00-00:00,2016-02-01T01:00:00-00:00,1,2016-01-31,17,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,70.75,DAM,8
2016-02-01T06:00:00-00:00,2016-02-01T07:00:00-00:00,1,2016-01-31,23,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,60.22,DAM,8
2016-02-01T04:00:00-00:00,2016-02-01T05:00:00-00:00,1,2016-01-31,21,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,68.79,DAM,8
2016-02-01T20:00:00-00:00,2016-02-01T21:00:00-00:00,1,2016-02-01,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25247.09,DAM,9
2016-02-01T17:00:00-00:00,2016-02-01T18:00:00-00:00,1,2016-02-01,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26022.62,DAM,9
2016-02-02T04:00:00-00:00,2016-02-02T05:00:00-00:00,1,2016-02-01,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,29080.41,DAM,9
2016-02-01T08:00:00-00:00,2016-02-01T09:00:00-00:00,1,2016-02-01,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20180.3,DAM,9
2016-02-01T12:00:00-00:00,2016-02-01T13:00:00-00:00,1,2016-02-01,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,20018.36,DAM,9
2016-02-02T00:00:00-00:00,2016-02-02T01:00:00-00:00,1,2016-02-01,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25556.86,DAM,9
2016-02-02T01:00:00-00:00,2016-02-02T02:00:00-00:00,1,2016-02-01,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,27959.14,DAM,9
2016-02-02T03:00:00-00:00,2016-02-02T04:00:00-00:00,1,2016-02-01,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,29804.38,DAM,9
2016-02-02T05:00:00-00:00,2016-02-02T06:00:00-00:00,1,2016-02-01,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,27459.15,DAM,9
2016-02-02T07:00:00-00:00,2016-02-02T08:00:00-00:00,1,2016-02-01,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,23107.35,DAM,9
2016-02-01T11:00:00-00:00,2016-02-01T12:00:00-00:00,1,2016-02-01,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,19214.95,DAM,9
2016-02-01T10:00:00-00:00,2016-02-01T11:00:00-00:00,1,2016-02-01,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,19157,DAM,9
2016-02-01T09:00:00-00:00,2016-02-01T10:00:00-00:00,1,2016-02-01,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,19449.49,DAM,9
2016-02-01T18:00:00-00:00,2016-02-01T19:00:00-00:00,1,2016-02-01,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25787.2,DAM,9
2016-02-01T19:00:00-00:00,2016-02-01T20:00:00-00:00,1,2016-02-01,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25446.81,DAM,9
2016-02-02T06:00:00-00:00,2016-02-02T07:00:00-00:00,1,2016-02-01,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25148.67,DAM,9
2016-02-01T14:00:00-00:00,2016-02-01T15:00:00-00:00,1,2016-02-01,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,24492.58,DAM,9
2016-02-01T16:00:00-00:00,2016-02-01T17:00:00-00:00,1,2016-02-01,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,26218.79,DAM,9
2016-02-01T21:00:00-00:00,2016-02-01T22:00:00-00:00,1,2016-02-01,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25069.72,DAM,9
2016-02-01T23:00:00-00:00,2016-02-02T00:00:00-00:00,1,2016-02-01,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,24843.5,DAM,9
2016-02-01T13:00:00-00:00,2016-02-01T14:00:00-00:00,1,2016-02-01,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21743.26,DAM,9
2016-02-01T15:00:00-00:00,2016-02-01T16:00:00-00:00,1,2016-02-01,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,25997.02,DAM,9
2016-02-01T22:00:00-00:00,2016-02-01T23:00:00-00:00,1,2016-02-01,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,24823.02,DAM,9
2016-02-02T02:00:00-00:00,2016-02-02T03:00:00-00:00,1,2016-02-01,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,29977.99,DAM,9
2016-02-01T16:00:00-00:00,2016-02-01T17:00:00-00:00,1,2016-02-01,9,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3869.08,DAM,10
2016-02-01T22:00:00-00:00,2016-02-01T23:00:00-00:00,1,2016-02-01,15,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3895.12,DAM,10
2016-02-01T19:00:00-00:00,2016-02-01T20:00:00-00:00,1,2016-02-01,12,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3904.26,DAM,10
2016-02-01T23:00:00-00:00,2016-02-02T00:00:00-00:00,1,2016-02-01,16,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3922.2,DAM,10
2016-02-02T01:00:00-00:00,2016-02-02T02:00:00-00:00,1,2016-02-01,18,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4334.27,DAM,10
2016-02-02T02:00:00-00:00,2016-02-02T03:00:00-00:00,1,2016-02-01,19,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4459.07,DAM,10
2016-02-01T09:00:00-00:00,2016-02-01T10:00:00-00:00,1,2016-02-01,2,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3352.59,DAM,10
2016-02-01T17:00:00-00:00,2016-02-01T18:00:00-00:00,1,2016-02-01,10,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3887.51,DAM,10
2016-02-02T06:00:00-00:00,2016-02-02T07:00:00-00:00,1,2016-02-01,23,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3964.45,DAM,10
2016-02-02T05:00:00-00:00,2016-02-02T06:00:00-00:00,1,2016-02-01,22,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4159.24,DAM,10
2016-02-02T07:00:00-00:00,2016-02-02T08:00:00-00:00,1,2016-02-01,24,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3794.23,DAM,10
2016-02-01T08:00:00-00:00,2016-02-01T09:00:00-00:00,1,2016-02-01,1,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3411.56,DAM,10
2016-02-01T13:00:00-00:00,2016-02-01T14:00:00-00:00,1,2016-02-01,6,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3589.47,DAM,10
2016-02-01T15:00:00-00:00,2016-02-01T16:00:00-00:00,1,2016-02-01,8,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3844.51,DAM,10
2016-02-02T00:00:00-00:00,2016-02-02T01:00:00-00:00,1,2016-02-01,17,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3998.28,DAM,10
2016-02-02T03:00:00-00:00,2016-02-02T04:00:00-00:00,1,2016-02-01,20,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4404.91,DAM,10
2016-02-02T04:00:00-00:00,2016-02-02T05:00:00-00:00,1,2016-02-01,21,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4319.53,DAM,10
2016-02-01T20:00:00-00:00,2016-02-01T21:00:00-00:00,1,2016-02-01,13,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3891.73,DAM,10
2016-02-01T11:00:00-00:00,2016-02-01T12:00:00-00:00,1,2016-02-01,4,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3320.95,DAM,10
2016-02-01T10:00:00-00:00,2016-02-01T11:00:00-00:00,1,2016-02-01,3,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3316.64,DAM,10
2016-02-01T14:00:00-00:00,2016-02-01T15:00:00-00:00,1,2016-02-01,7,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3818.13,DAM,10
2016-02-01T18:00:00-00:00,2016-02-01T19:00:00-00:00,1,2016-02-01,11,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3900.61,DAM,10
2016-02-01T12:00:00-00:00,2016-02-01T13:00:00-00:00,1,2016-02-01,5,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3401.9,DAM,10
2016-02-01T21:00:00-00:00,2016-02-01T22:00:00-00:00,1,2016-02-01,14,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3871.41,DAM,10
2016-02-01T20:00:00-00:00,2016-02-01T21:00:00-00:00,1,2016-02-01,13,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5766.69,DAM,11
2016-02-02T05:00:00-00:00,2016-02-02T06:00:00-00:00,1,2016-02-01,22,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5494.52,DAM,11
2016-02-01T22:00:00-00:00,2016-02-01T23:00:00-00:00,1,2016-02-01,15,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5715.56,DAM,11
2016-02-01T23:00:00-00:00,2016-02-02T00:00:00-00:00,1,2016-02-01,16,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5768.6,DAM,11
2016-02-02T00:00:00-00:00,2016-02-02T01:00:00-00:00,1,2016-02-01,17,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5942.01,DAM,11
2016-02-02T03:00:00-00:00,2016-02-02T04:00:00-00:00,1,2016-02-01,20,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6021.95,DAM,11
2016-02-01T10:00:00-00:00,2016-02-01T11:00:00-00:00,1,2016-02-01,3,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4828.54,DAM,11
2016-02-01T15:00:00-00:00,2016-02-01T16:00:00-00:00,1,2016-02-01,8,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5983.94,DAM,11
2016-02-01T18:00:00-00:00,2016-02-01T19:00:00-00:00,1,2016-02-01,11,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5870.07,DAM,11
2016-02-01T08:00:00-00:00,2016-02-01T09:00:00-00:00,1,2016-02-01,1,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4819.85,DAM,11
2016-02-02T04:00:00-00:00,2016-02-02T05:00:00-00:00,1,2016-02-01,21,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5825.7,DAM,11
2016-02-02T06:00:00-00:00,2016-02-02T07:00:00-00:00,1,2016-02-01,23,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5192.12,DAM,11
2016-02-02T07:00:00-00:00,2016-02-02T08:00:00-00:00,1,2016-02-01,24,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5021.82,DAM,11
2016-02-02T01:00:00-00:00,2016-02-02T02:00:00-00:00,1,2016-02-01,18,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6153.54,DAM,11
2016-02-02T02:00:00-00:00,2016-02-02T03:00:00-00:00,1,2016-02-01,19,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6122.11,DAM,11
2016-02-01T09:00:00-00:00,2016-02-01T10:00:00-00:00,1,2016-02-01,2,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4815.62,DAM,11
2016-02-01T11:00:00-00:00,2016-02-01T12:00:00-00:00,1,2016-02-01,4,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4932.84,DAM,11
2016-02-01T14:00:00-00:00,2016-02-01T15:00:00-00:00,1,2016-02-01,7,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5949.98,DAM,11
2016-02-01T19:00:00-00:00,2016-02-01T20:00:00-00:00,1,2016-02-01,12,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5802.52,DAM,11
2016-02-01T12:00:00-00:00,2016-02-01T13:00:00-00:00,1,2016-02-01,5,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5178.41,DAM,11
2016-02-01T16:00:00-00:00,2016-02-01T17:00:00-00:00,1,2016-02-01,9,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5964.63,DAM,11
2016-02-01T21:00:00-00:00,2016-02-01T22:00:00-00:00,1,2016-02-01,14,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5725.03,DAM,11
2016-02-01T13:00:00-00:00,2016-02-01T14:00:00-00:00,1,2016-02-01,6,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5584.69,DAM,11
2016-02-01T17:00:00-00:00,2016-02-01T18:00:00-00:00,1,2016-02-01,10,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5946.09,DAM,11
2016-02-02T02:00:00-00:00,2016-02-02T03:00:00-00:00,1,2016-02-01,19,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3084.23,DAM,12
