INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2016-01-01T20:00:00-00:00,2016-01-01T21:00:00-00:00,1,2016-01-01,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,21402.61,DAM,9
2016-01-02T06:00:00-00:00,2016-01-02T07:00:00-00:00,1,2016-01-01,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,24631.45,DAM,9
2016-01-02T05:00:00-00:00,2016-01-02T06:00:00-00:00,1,2016-01-01,22,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4311.34,DAM,10
2016-01-01T20:00:00-00:00,2016-01-01T21:00:00-00:00,1,2016-01-01,13,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3785.14,DAM,10
2016-01-01T15:00:00-00:00,2016-01-01T16:00:00-00:00,1,2016-01-01,8,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3791.87,DAM,10
2016-01-01T12:00:00-00:00,2016-01-01T13:00:00-00:00,1,2016-01-01,5,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3800.24,DAM,10
2016-01-01T13:00:00-00:00,2016-01-01T14:00:00-00:00,1,2016-01-01,6,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3845.14,DAM,10
2016-01-01T23:00:00-00:00,2016-01-02T00:00:00-00:00,1,2016-01-01,16,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3796.27,DAM,10
2016-01-02T06:00:00-00:00,2016-01-02T07:00:00-00:00,1,2016-01-01,23,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4154.23,DAM,10
2016-01-01T17:00:00-00:00,2016-01-01T18:00:00-00:00,1,2016-01-01,10,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3791.44,DAM,10
2016-01-02T01:00:00-00:00,2016-01-02T02:00:00-00:00,1,2016-01-01,18,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4475.31,DAM,10
2016-01-02T04:00:00-00:00,2016-01-02T05:00:00-00:00,1,2016-01-01,21,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4429.05,DAM,10
2016-01-01T14:00:00-00:00,2016-01-01T15:00:00-00:00,1,2016-01-01,7,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3878.25,DAM,10
2016-01-01T08:00:00-00:00,2016-01-01T09:00:00-00:00,1,2016-01-01,1,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3947.88,DAM,10
2016-01-01T10:00:00-00:00,2016-01-01T11:00:00-00:00,1,2016-01-01,3,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3818.28,DAM,10
2016-01-01T19:00:00-00:00,2016-01-01T20:00:00-00:00,1,2016-01-01,12,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3810.29,DAM,10
2016-01-01T22:00:00-00:00,2016-01-01T23:00:00-00:00,1,2016-01-01,15,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3749.96,DAM,10
2016-01-02T00:00:00-00:00,2016-01-02T01:00:00-00:00,1,2016-01-01,17,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4089.59,DAM,10
2016-01-02T02:00:00-00:00,2016-01-02T03:00:00-00:00,1,2016-01-01,19,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4510.78,DAM,10
2016-01-02T03:00:00-00:00,2016-01-02T04:00:00-00:00,1,2016-01-01,20,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,4495.76,DAM,10
2016-01-01T09:00:00-00:00,2016-01-01T10:00:00-00:00,1,2016-01-01,2,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3880.1,DAM,10
2016-01-01T11:00:00-00:00,2016-01-01T12:00:00-00:00,1,2016-01-01,4,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3795.58,DAM,10
2016-01-01T16:00:00-00:00,2016-01-01T17:00:00-00:00,1,2016-01-01,9,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3783,DAM,10
2016-01-01T21:00:00-00:00,2016-01-01T22:00:00-00:00,1,2016-01-01,14,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3753.4,DAM,10
2016-01-01T18:00:00-00:00,2016-01-01T19:00:00-00:00,1,2016-01-01,11,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3807.46,DAM,10
2016-01-02T07:00:00-00:00,2016-01-02T08:00:00-00:00,1,2016-01-01,24,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3985.72,DAM,10
2016-01-01T14:00:00-00:00,2016-01-01T15:00:00-00:00,1,2016-01-01,7,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5234.9,DAM,11
2016-01-02T01:00:00-00:00,2016-01-02T02:00:00-00:00,1,2016-01-01,18,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6024.3,DAM,11
2016-01-01T21:00:00-00:00,2016-01-01T22:00:00-00:00,1,2016-01-01,14,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5300.95,DAM,11
